,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,total hour,validation,luby_cst,seed
165,nesm,3012,1231,3707772,295,958,47210,22,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:38:30,1.0,no-solution-to-validate,20,315271
166,ganges,1682,2250,3784500,422,518,181960,170,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:39:33,0.0,no-solution-to-validate,20,315271
167,degen3,1819,2221,4039999,553,183,175950,151,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:39:11,1.0,no-solution-to-validate,20,315271
168,czprob,3524,1439,5071036,69,851,946945,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,2:9:0,2.0,no-solution-to-validate,20,315271
169,d6cube,6185,829,5127365,211,1811,78867,100,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,16:3:45,16.0,no-solution-to-validate,20,315271
170,sctap3,2481,2101,5212581,21,584,6264,247,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:6:16,1.0,no-solution-to-validate,20,315271
171,pilot,3653,1671,6104163,543,610,8157,399,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,4:8:50,4.0,no-solution-to-validate,20,315271
172,ship08l,4284,1429,6121836,365,7,61488,256,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:19:3,3.0,no-solution-to-validate,20,315271
173,stocfor2,2032,3285,6675120,1033,626,58479,746,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,1:28:49,1.0,no-solution-to-validate,20,315271
174,cycle,2858,3119,8914102,839,936,392004,446,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:28:3,3.0,no-solution-to-validate,20,315271
175,ship12l,5428,1789,9710692,435,522,402399,399,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,6:34:31,6.0,no-solution-to-validate,20,315271
176,pilot87,4884,2256,11018304,703,1591,55769,133,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,11:58:58,11.0,no-solution-to-validate,20,315271
177,bnl2,3490,3512,12256880,1100,382,130366,211,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,3:57:10,3.0,no-solution-to-validate,20,315271
178,woodw,8406,2183,18350298,129,2213,255140,60,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,31:53:41,31.0,no-solution-to-validate,20,315271
179,d2q06c,5168,3596,18584128,504,1012,142780,10,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,16:14:2,16.0,no-solution-to-validate,20,315271
180,80bau3b,9800,2103,20609400,171,2713,3338923,487,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,20:31:29,20.0,no-solution-to-validate,20,315271
181,greenbea,5406,4450,24056700,690,1616,773956,455,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,20:58:17,20.0,no-solution-to-validate,20,315271
182,greenbeb,5406,4450,24056700,834,1766,247515,1046,0,luby_test_small_restart,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,20:38:34,20.0,no-solution-to-validate,20,315271
183,maros-r7,9409,6273,59022657,1764,2991,4435090,389,0,luby_test_small_restart,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72.0,no result file,20,315271
184,fit2p,13526,6001,81169526,565,1352,2703222,1382,0,luby_test_small_restart,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72.0,no result file,20,315271
185,dfl001,12231,12143,148521033,3327,3163,8270683,1457,0,luby_test_small_restart,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72.0,no result file,20,315271
186,afiro,33,34,1122,11,5,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:0:1,0.0,valid-solution,20,825196
187,kb2,42,60,2520,17,12,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,27:49:6,27.0,valid-solution,20,825196
188,sc50b,49,71,3479,21,14,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
189,sc50a,49,71,3479,19,13,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
190,adlittle,98,68,6664,17,22,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,6:21:50,6.0,approximate-solution,20,825196
191,share2b,80,107,8560,24,8,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,10:39:43,10.0,valid-solution,20,825196
192,blend,84,116,9744,32,26,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,74:54:28,74.0,approximate-solution,20,825196
193,sc105,104,151,15704,48,19,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
194,stocfor1,112,165,18480,38,5,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
195,israel,143,164,23452,36,30,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
196,scagr7,141,180,25380,29,19,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
197,fit1d,1027,26,26702,5,119,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:3:34,0.0,valid-solution,20,825196
198,recipe,181,159,28779,52,52,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
199,boeing2,163,185,30155,2,13,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
200,share1b,226,197,44522,3,43,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
201,vtp.base,204,250,51000,76,69,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
202,e226,283,206,58298,54,19,0,0,0,luby_test_small_restart,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:1:31,0.0,valid-solution,20,825196
203,sc205,204,295,60180,90,20,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
204,beaconfd,263,264,69432,82,67,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
205,lotfi,309,242,74778,69,42,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
206,brandy,250,305,76250,98,73,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
207,agg,164,495,81180,60,32,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
208,grow7,302,281,84862,50,55,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
209,forplan,423,246,104058,72,95,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
210,scsd1,761,155,117955,21,224,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
211,bore3d,316,381,120396,133,100,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
212,capri,354,404,143016,113,1,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
213,agg3,303,545,165135,171,102,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
214,agg2,303,545,165135,180,97,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
215,sctap1,481,421,202501,137,89,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
216,scorpion,359,565,202835,127,116,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
217,boeing1,474,446,211404,107,136,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
218,scfxm1,458,469,214802,94,16,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
219,bandm,473,539,254947,168,99,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
220,stair,468,566,264888,150,26,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
221,fit2d,10501,27,283527,7,2063,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
222,finnis,615,522,321030,167,147,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
223,scagr25,501,648,324648,154,145,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
224,degen2,535,666,356310,118,27,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
225,tuff,588,622,365736,183,155,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
226,grow15,646,601,388246,168,121,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
227,scsd6,1351,295,398545,16,420,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
228,etamacro,689,673,463697,191,182,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
229,standata,1076,516,555216,63,283,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
230,standgub,1185,520,616200,120,250,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
231,pilot4,1001,682,682682,208,182,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
232,fffff800,855,829,708795,192,224,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
233,standmps,1076,732,787632,34,296,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
234,grow22,947,881,834307,265,251,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
235,ship04s,1459,573,836007,188,318,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
236,scfxm2,915,937,857355,282,165,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
237,bnl1,1176,821,965496,261,325,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
238,scrs8,1170,863,1009710,169,154,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
239,seba,1036,1030,1067080,227,82,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
240,gfrd-pnc,1093,1133,1238369,224,77,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
241,wood1p,2595,487,1263765,107,555,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
242,perold,1377,1117,1538109,20,419,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
243,ship04l,2119,749,1587131,115,641,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
244,maros,1444,1147,1656268,132,180,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
245,shell,1776,1071,1902096,342,485,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
246,scfxm3,1372,1405,1927660,308,248,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
247,25fv47,1572,1276,2005872,328,502,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
248,fit1p,1678,1255,2105890,357,369,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
249,ship08s,2388,885,2113380,266,489,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
250,scsd8,2751,795,2187045,267,832,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
251,modszk1,1621,1373,2225633,335,223,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
252,ship12s,2764,1045,2888380,175,902,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
253,sctap2,1881,1561,2936241,361,269,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
254,pilot.ja,1989,1598,3178422,436,562,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
255,sierra,2037,1756,3576972,273,484,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
256,pilotnov,2173,1673,3635429,259,720,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
257,pilot.we,2790,1306,3643740,208,294,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
258,nesm,3012,1231,3707772,246,91,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
259,ganges,1682,2250,3784500,482,383,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
260,degen3,1819,2221,4039999,639,407,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
261,czprob,3524,1439,5071036,241,1013,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
262,d6cube,6185,829,5127365,86,1675,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
263,sctap3,2481,2101,5212581,610,620,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
264,pilot,3653,1671,6104163,229,1208,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
265,ship08l,4284,1429,6121836,469,929,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
266,stocfor2,2032,3285,6675120,1063,624,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
267,cycle,2858,3119,8914102,1034,606,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
268,ship12l,5428,1789,9710692,510,1451,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
269,pilot87,4884,2256,11018304,175,1594,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
270,bnl2,3490,3512,12256880,749,1082,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
271,woodw,8406,2183,18350298,474,2342,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
272,d2q06c,5168,3596,18584128,619,563,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
273,80bau3b,9800,2103,20609400,194,2127,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
274,greenbea,5406,4450,24056700,1124,64,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
275,greenbeb,5406,4450,24056700,1318,1168,0,0,0,luby_test_small_restart,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72.0,no result file,20,825196
